Group,Subgroup,Code,Desc,Category
A54,31,A5431,Gonococcal conjunctivitis,Gonococcal infection of eye
A54,32,A5432,Gonococcal iridocyclitis,Gonococcal infection of eye
A54,33,A5433,Gonococcal keratitis,Gonococcal infection of eye
A54,39,A5439,Other gonococcal eye infection,Gonococcal infection of eye
A54,40,A5440,"Gonococcal infection of musculoskeletal system, unspecified",Gonococcal infection of musculoskeletal system
A54,41,A5441,Gonococcal spondylopathy,Gonococcal infection of musculoskeletal system
A54,42,A5442,Gonococcal arthritis,Gonococcal infection of musculoskeletal system
A54,43,A5443,Gonococcal osteomyelitis,Gonococcal infection of musculoskeletal system
A54,49,A5449,Gonococcal infection of other musculoskeletal tissue,Gonococcal infection of musculoskeletal system
A54,5,A545,Gonococcal pharyngitis,Gonococcal pharyngitis
A54,6,A546,Gonococcal infection of anus and rectum,Gonococcal infection of anus and rectum
A54,81,A5481,Gonococcal meningitis,Other gonococcal infections
A54,82,A5482,Gonococcal brain abscess,Other gonococcal infections
A54,83,A5483,Gonococcal heart infection,Other gonococcal infections
A54,84,A5484,Gonococcal pneumonia,Other gonococcal infections
A54,85,A5485,Gonococcal peritonitis,Other gonococcal infections
A54,86,A5486,Gonococcal sepsis,Other gonococcal infections
A54,89,A5489,Other gonococcal infections,Other gonococcal infections
A54,9,A549,"Gonococcal infection, unspecified","Gonococcal infection, unspecified"
A55,,A55,Chlamydial lymphogranuloma (venereum),Chlamydial lymphogranuloma (venereum)
A56,00,A5600,"Chlamydial infection of lower genitourinary tract, unspecified",Chlamydial infection of lower genitourinary tract
A56,01,A5601,Chlamydial cystitis and urethritis,Chlamydial infection of lower genitourinary tract
A56,02,A5602,Chlamydial vulvovaginitis,Chlamydial infection of lower genitourinary tract
A56,09,A5609,Other chlamydial infection of lower genitourinary tract,Chlamydial infection of lower genitourinary tract
A56,11,A5611,Chlamydial female pelvic inflammatory disease,Chlamydial infection of pelviperitoneum and other genitourinary organs
A56,19,A5619,Other chlamydial genitourinary infection,Chlamydial infection of pelviperitoneum and other genitourinary organs
A56,2,A562,"Chlamydial infection of genitourinary tract, unspecified","Chlamydial infection of genitourinary tract, unspecified"
A56,3,A563,Chlamydial infection of anus and rectum,Chlamydial infection of anus and rectum
A56,4,A564,Chlamydial infection of pharynx,Chlamydial infection of pharynx
A56,8,A568,Sexually transmitted chlamydial infection of other sites,Sexually transmitted chlamydial infection of other sites
A57,,A57,Chancroid,Chancroid
A58,,A58,Granuloma inguinale,Granuloma inguinale
A59,00,A5900,"Urogenital trichomoniasis, unspecified",Urogenital trichomoniasis
A59,01,A5901,Trichomonal vulvovaginitis,Urogenital trichomoniasis
A59,02,A5902,Trichomonal prostatitis,Urogenital trichomoniasis
A59,03,A5903,Trichomonal cystitis and urethritis,Urogenital trichomoniasis
A59,09,A5909,Other urogenital trichomoniasis,Urogenital trichomoniasis
A59,8,A598,Trichomoniasis of other sites,Trichomoniasis of other sites
A59,9,A599,"Trichomoniasis, unspecified","Trichomoniasis, unspecified"
A60,00,A6000,"Herpesviral infection of urogenital system, unspecified",Herpesviral infection of genitalia and urogenital tract
A60,01,A6001,Herpesviral infection of penis,Herpesviral infection of genitalia and urogenital tract
A60,02,A6002,Herpesviral infection of other male genital organs,Herpesviral infection of genitalia and urogenital tract
A60,03,A6003,Herpesviral cervicitis,Herpesviral infection of genitalia and urogenital tract
A60,04,A6004,Herpesviral vulvovaginitis,Herpesviral infection of genitalia and urogenital tract
A60,09,A6009,Herpesviral infection of other urogenital tract,Herpesviral infection of genitalia and urogenital tract
A60,1,A601,Herpesviral infection of perianal skin and rectum,Herpesviral infection of perianal skin and rectum
A60,9,A609,"Anogenital herpesviral infection, unspecified","Anogenital herpesviral infection, unspecified"
A63,0,A630,Anogenital (venereal) warts,"Other predominantly sexually transmitted diseases, not elsewhere classified"
A63,8,A638,Other specified predominantly sexually transmitted diseases,"Other predominantly sexually transmitted diseases, not elsewhere classified"
A64,,A64,Unspecified sexually transmitted disease,Unspecified sexually transmitted disease
A65,,A65,Nonvenereal syphilis,Nonvenereal syphilis
A66,0,A660,Initial lesions of yaws,Yaws
A66,1,A661,Multiple papillomata and wet crab yaws,Yaws
A66,2,A662,Other early skin lesions of yaws,Yaws
A66,3,A663,Hyperkeratosis of yaws,Yaws
A66,4,A664,Gummata and ulcers of yaws,Yaws
A66,5,A665,Gangosa,Yaws
A66,6,A666,Bone and joint lesions of yaws,Yaws
A66,7,A667,Other manifestations of yaws,Yaws
A66,8,A668,Latent yaws,Yaws
A66,9,A669,"Yaws, unspecified",Yaws
A67,0,A670,Primary lesions of pinta,Pinta [carate]
A67,1,A671,Intermediate lesions of pinta,Pinta [carate]
A67,2,A672,Late lesions of pinta,Pinta [carate]
A67,3,A673,Mixed lesions of pinta,Pinta [carate]
A67,9,A679,"Pinta, unspecified",Pinta [carate]
A68,0,A680,Louse-borne relapsing fever,Relapsing fevers
A68,1,A681,Tick-borne relapsing fever,Relapsing fevers
A68,9,A689,"Relapsing fever, unspecified",Relapsing fevers
A69,0,A690,Necrotizing ulcerative stomatitis,Other spirochetal infections
A69,1,A691,Other Vincent's infections,Other spirochetal infections
A69,20,A6920,"Lyme disease, unspecified",Lyme disease
A69,21,A6921,Meningitis due to Lyme disease,Lyme disease
A69,22,A6922,Other neurologic disorders in Lyme disease,Lyme disease
A69,23,A6923,Arthritis due to Lyme disease,Lyme disease
A69,29,A6929,Other conditions associated with Lyme disease,Lyme disease
A69,8,A698,Other specified spirochetal infections,Other specified spirochetal infections
A69,9,A699,"Spirochetal infection, unspecified","Spirochetal infection, unspecified"
A70,,A70,Chlamydia psittaci infections,Chlamydia psittaci infections
A71,0,A710,Initial stage of trachoma,Trachoma
A71,1,A711,Active stage of trachoma,Trachoma
A71,9,A719,"Trachoma, unspecified",Trachoma
A74,0,A740,Chlamydial conjunctivitis,Other diseases caused by chlamydiae
A74,81,A7481,Chlamydial peritonitis,Other chlamydial diseases
A74,89,A7489,Other chlamydial diseases,Other chlamydial diseases
A74,9,A749,"Chlamydial infection, unspecified","Chlamydial infection, unspecified"
A75,0,A750,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,Typhus fever
A75,1,A751,Recrudescent typhus [Brill's disease],Typhus fever
A75,2,A752,Typhus fever due to Rickettsia typhi,Typhus fever
A75,3,A753,Typhus fever due to Rickettsia tsutsugamushi,Typhus fever
A75,9,A759,"Typhus fever, unspecified",Typhus fever
A77,0,A770,Spotted fever due to Rickettsia rickettsii,Spotted fever [tick-borne rickettsioses]
A77,1,A771,Spotted fever due to Rickettsia conorii,Spotted fever [tick-borne rickettsioses]
A77,2,A772,Spotted fever due to Rickettsia siberica,Spotted fever [tick-borne rickettsioses]
A77,3,A773,Spotted fever due to Rickettsia australis,Spotted fever [tick-borne rickettsioses]
A77,40,A7740,"Ehrlichiosis, unspecified",Ehrlichiosis
A77,41,A7741,Ehrlichiosis chafeensis [E. chafeensis],Ehrlichiosis
A77,49,A7749,Other ehrlichiosis,Ehrlichiosis
A77,8,A778,Other spotted fevers,Other spotted fevers
A77,9,A779,"Spotted fever, unspecified","Spotted fever, unspecified"
A78,,A78,Q fever,Q fever
A79,0,A790,Trench fever,Other rickettsioses
A79,1,A791,Rickettsialpox due to Rickettsia akari,Other rickettsioses
A79,81,A7981,Rickettsiosis due to Ehrlichia sennetsu,Other specified rickettsioses
A79,89,A7989,Other specified rickettsioses,Other specified rickettsioses
A79,9,A799,"Rickettsiosis, unspecified","Rickettsiosis, unspecified"
A80,0,A800,"Acute paralytic poliomyelitis, vaccine-associated",Acute poliomyelitis
A80,1,A801,"Acute paralytic poliomyelitis, wild virus, imported",Acute poliomyelitis
A80,2,A802,"Acute paralytic poliomyelitis, wild virus, indigenous",Acute poliomyelitis
A80,30,A8030,"Acute paralytic poliomyelitis, unspecified","Acute paralytic poliomyelitis, other and unspecified"
A80,39,A8039,Other acute paralytic poliomyelitis,"Acute paralytic poliomyelitis, other and unspecified"
A80,4,A804,Acute nonparalytic poliomyelitis,Acute nonparalytic poliomyelitis
A80,9,A809,"Acute poliomyelitis, unspecified","Acute poliomyelitis, unspecified"
A81,00,A8100,"Creutzfeldt-Jakob disease, unspecified",Creutzfeldt-Jakob disease
A81,01,A8101,Variant Creutzfeldt-Jakob disease,Creutzfeldt-Jakob disease
A81,09,A8109,Other Creutzfeldt-Jakob disease,Creutzfeldt-Jakob disease
A81,1,A811,Subacute sclerosing panencephalitis,Subacute sclerosing panencephalitis
A81,2,A812,Progressive multifocal leukoencephalopathy,Progressive multifocal leukoencephalopathy
A81,81,A8181,Kuru,Other atypical virus infections of central nervous system
A81,82,A8182,Gerstmann-Straussler-Scheinker syndrome,Other atypical virus infections of central nervous system
A81,83,A8183,Fatal familial insomnia,Other atypical virus infections of central nervous system
A81,89,A8189,Other atypical virus infections of central nervous system,Other atypical virus infections of central nervous system
A81,9,A819,"Atypical virus infection of central nervous system, unspecified","Atypical virus infection of central nervous system, unspecified"
A82,0,A820,Sylvatic rabies,Rabies
A82,1,A821,Urban rabies,Rabies
A82,9,A829,"Rabies, unspecified",Rabies
A83,0,A830,Japanese encephalitis,Mosquito-borne viral encephalitis
A83,1,A831,Western equine encephalitis,Mosquito-borne viral encephalitis
A83,2,A832,Eastern equine encephalitis,Mosquito-borne viral encephalitis
A83,3,A833,St Louis encephalitis,Mosquito-borne viral encephalitis
A83,4,A834,Australian encephalitis,Mosquito-borne viral encephalitis
A83,5,A835,California encephalitis,Mosquito-borne viral encephalitis
A83,6,A836,Rocio virus disease,Mosquito-borne viral encephalitis
A83,8,A838,Other mosquito-borne viral encephalitis,Mosquito-borne viral encephalitis
A83,9,A839,"Mosquito-borne viral encephalitis, unspecified",Mosquito-borne viral encephalitis
A84,0,A840,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],Tick-borne viral encephalitis
A84,1,A841,Central European tick-borne encephalitis,Tick-borne viral encephalitis
A84,8,A848,Other tick-borne viral encephalitis,Tick-borne viral encephalitis
A84,9,A849,"Tick-borne viral encephalitis, unspecified",Tick-borne viral encephalitis
A85,0,A850,Enteroviral encephalitis,"Other viral encephalitis, not elsewhere classified"
A85,1,A851,Adenoviral encephalitis,"Other viral encephalitis, not elsewhere classified"
A85,2,A852,"Arthropod-borne viral encephalitis, unspecified","Other viral encephalitis, not elsewhere classified"
A85,8,A858,Other specified viral encephalitis,"Other viral encephalitis, not elsewhere classified"
A86,,A86,Unspecified viral encephalitis,Unspecified viral encephalitis
A87,0,A870,Enteroviral meningitis,Viral meningitis
A87,1,A871,Adenoviral meningitis,Viral meningitis
A87,2,A872,Lymphocytic choriomeningitis,Viral meningitis
A87,8,A878,Other viral meningitis,Viral meningitis
A87,9,A879,"Viral meningitis, unspecified",Viral meningitis
A88,0,A880,Enteroviral exanthematous fever [Boston exanthem],"Other viral infections of central nervous system, not elsewhere classified"
A88,1,A881,Epidemic vertigo,"Other viral infections of central nervous system, not elsewhere classified"
A88,8,A888,Other specified viral infections of central nervous system,"Other viral infections of central nervous system, not elsewhere classified"
A89,,A89,Unspecified viral infection of central nervous system,Unspecified viral infection of central nervous system
A90,,A90,Dengue fever [classical dengue],Dengue fever [classical dengue]
A91,,A91,Dengue hemorrhagic fever,Dengue hemorrhagic fever
A92,0,A920,Chikungunya virus disease,Other mosquito-borne viral fevers
A92,1,A921,O'nyong-nyong fever,Other mosquito-borne viral fevers
A92,2,A922,Venezuelan equine fever,Other mosquito-borne viral fevers
A92,30,A9230,"West Nile virus infection, unspecified",West Nile virus infection
A92,31,A9231,West Nile virus infection with encephalitis,West Nile virus infection
A92,32,A9232,West Nile virus infection with other neurologic manifestation,West Nile virus infection
A92,39,A9239,West Nile virus infection with other complications,West Nile virus infection
A92,4,A924,Rift Valley fever,Rift Valley fever
A92,5,A925,Zika virus disease,Zika virus disease
A92,8,A928,Other specified mosquito-borne viral fevers,Other specified mosquito-borne viral fevers
A92,9,A929,"Mosquito-borne viral fever, unspecified","Mosquito-borne viral fever, unspecified"
A93,0,A930,Oropouche virus disease,"Other arthropod-borne viral fevers, not elsewhere classified"
A93,1,A931,Sandfly fever,"Other arthropod-borne viral fevers, not elsewhere classified"
A93,2,A932,Colorado tick fever,"Other arthropod-borne viral fevers, not elsewhere classified"
A93,8,A938,Other specified arthropod-borne viral fevers,"Other arthropod-borne viral fevers, not elsewhere classified"
A94,,A94,Unspecified arthropod-borne viral fever,Unspecified arthropod-borne viral fever
A95,0,A950,Sylvatic yellow fever,Yellow fever
A95,1,A951,Urban yellow fever,Yellow fever
A95,9,A959,"Yellow fever, unspecified",Yellow fever
A96,0,A960,Junin hemorrhagic fever,Arenaviral hemorrhagic fever
A96,1,A961,Machupo hemorrhagic fever,Arenaviral hemorrhagic fever
A96,2,A962,Lassa fever,Arenaviral hemorrhagic fever
A96,8,A968,Other arenaviral hemorrhagic fevers,Arenaviral hemorrhagic fever
A96,9,A969,"Arenaviral hemorrhagic fever, unspecified",Arenaviral hemorrhagic fever
A98,0,A980,Crimean-Congo hemorrhagic fever,"Other viral hemorrhagic fevers, not elsewhere classified"
A98,1,A981,Omsk hemorrhagic fever,"Other viral hemorrhagic fevers, not elsewhere classified"
A98,2,A982,Kyasanur Forest disease,"Other viral hemorrhagic fevers, not elsewhere classified"
A98,3,A983,Marburg virus disease,"Other viral hemorrhagic fevers, not elsewhere classified"
A98,4,A984,Ebola virus disease,"Other viral hemorrhagic fevers, not elsewhere classified"
A98,5,A985,Hemorrhagic fever with renal syndrome,"Other viral hemorrhagic fevers, not elsewhere classified"
A98,8,A988,Other specified viral hemorrhagic fevers,"Other viral hemorrhagic fevers, not elsewhere classified"
A99,,A99,Unspecified viral hemorrhagic fever,Unspecified viral hemorrhagic fever
B00,0,B000,Eczema herpeticum,Herpesviral [herpes simplex] infections
B00,1,B001,Herpesviral vesicular dermatitis,Herpesviral [herpes simplex] infections
B00,2,B002,Herpesviral gingivostomatitis and pharyngotonsillitis,Herpesviral [herpes simplex] infections
B00,3,B003,Herpesviral meningitis,Herpesviral [herpes simplex] infections
B00,4,B004,Herpesviral encephalitis,Herpesviral [herpes simplex] infections
B00,50,B0050,"Herpesviral ocular disease, unspecified",Herpesviral ocular disease
B00,51,B0051,Herpesviral iridocyclitis,Herpesviral ocular disease
B00,52,B0052,Herpesviral keratitis,Herpesviral ocular disease
B00,53,B0053,Herpesviral conjunctivitis,Herpesviral ocular disease
B00,59,B0059,Other herpesviral disease of eye,Herpesviral ocular disease
B00,7,B007,Disseminated herpesviral disease,Disseminated herpesviral disease
B00,81,B0081,Herpesviral hepatitis,Other forms of herpesviral infections
B00,82,B0082,Herpes simplex myelitis,Other forms of herpesviral infections
B00,89,B0089,Other herpesviral infection,Other forms of herpesviral infections
B00,9,B009,"Herpesviral infection, unspecified","Herpesviral infection, unspecified"
B01,0,B010,Varicella meningitis,Varicella [chickenpox]
B01,11,B0111,Varicella encephalitis and encephalomyelitis,"Varicella encephalitis, myelitis and encephalomyelitis"
B01,12,B0112,Varicella myelitis,"Varicella encephalitis, myelitis and encephalomyelitis"
